Name,Latitude,Longitude,Providerprice1,neighborhood
Hotel Pension Arta,52.50847244,13.30222225,,unknown
Hotel Pension Berliner Zimmer,52.50413132,13.32575035,,unknown
Hotel Pension Bregenz,52.49784851,13.31314564,,unknown
Hotel Pension Canaletto,52.45697021,13.38619995,,unknown
Hotel Pension Columbus,52.50191879,13.3288126,,unknown
Hotel Pension Dahlem,52.44400024,13.29008007,,unknown
Hotel Pension Delta,52.48851013,13.35768986,,Rote Insel
Hotel Pension Eberty,52.5245018,13.45244026,,Hausburgviertel
Hotel Pension Elegia,52.50421143,13.31637478,,unknown
Hotel Pension Fasanenhaus,52.50210953,13.32736206,,unknown
Hotel Pension Fischer,52.50115967,13.33699036,,unknown
Hotel Pension Gribnitz,52.50952148,13.27838993,,unknown
Hotel Pension Haubach Central,52.51580811,13.30370712,,unknown
Hotel Pension Ingeborg,52.50269318,13.31538963,,unknown
Hotel Pension Insel Ruegen,52.49821854,13.31776047,,unknown
Hotel Pension Insor,52.51847839,13.46638966,,Samariterviertel
Hotel Pension KARIBUNI,52.48046112,13.43513012,,Donaukiez
Hotel Pension Lydia,52.56145859,13.4973402,,unknown
Hotel Pension Margrit,52.49668884,13.30822945,,unknown
Hotel Pension Odin,52.5514183,13.44279003,,unknown
Hotel Pension Rehberge,52.55547333,13.34361076,,Englisches Viertel
Hotel Pension Reiter,52.5185585,13.44017124,,Barnimkiez
Hotel Pension Saks,52.53876114,13.37261963,,unknown
Hotel Pension Schaefer,52.45465851,13.51681995,,unknown
Hotel Pension Senta,52.47565079,13.32912254,,unknown
Hotel Pension Spree,52.49296188,13.32951164,,unknown
Hotel Pension Streuhof Berlin,52.54817963,13.44824982,,unknown
Hotel Pension Zur Post,52.41098022,13.40353966,,unknown
Hotel Petit,52.42013168,13.1626997,,unknown
Hotel Plovdiv,52.39974594,13.55516338,,unknown
Hotel Potsdamer Hof,52.50460434,13.36685371,,unknown
Hotel Prens Berlin,52.49517059,13.42092228,,unknown
Hotel Prinzregent,52.47822952,13.33253956,,unknown
Hotel Q!,52.50260544,13.32200336,,unknown
Hotel Remter,52.50310898,13.33743954,,unknown
Hotel Restaurant Kardell,52.50212097,13.2972002,,unknown
Hotel Riehmers Hofgarten,52.49317169,13.3848629,,unknown
Hotel Ristorante Il Mulino,52.44377899,13.29330254,,unknown
Hotel Rotdorn,52.50917816,13.26021767,,unknown
Hotel Sachsenhof,52.49873734,13.35140419,,unknown
Hotel Sarotti-Hoefe,52.49100113,13.3881731,,unknown
Hotel Sedes,52.56266022,13.42785072,,unknown
Hotel Siegfriedshof,52.51505661,13.497715,,unknown
Hotel Siemensstadt,52.53770828,13.26618004,,unknown
Hotel Spree-idyll,52.44828796,13.60961342,,unknown
Hotel Spreewitz,52.50668335,13.30363274,,unknown
Hotel St.-Michaels-Heim,52.4883194,13.27731991,,unknown
Hotel Stadtgut,52.63582993,13.49975014,,unknown
Hotel Steglitz International,52.4563179,13.32130337,,unknown
Hotel Sternchen,52.46406174,13.41763973,,unknown
Hotel Suden,52.42893219,13.47949791,,unknown
Hotel Tagungshaus Tiergarten,52.50241852,13.36758041,,unknown
Hotel Telegraphenamt,46.94485474,7.436841011,,Villette
Hotel The Yard,52.49930954,13.40011024,,Luisenstadt
Hotel Tiergarten,52.5250473,13.34360695,,unknown
Hotel Transit,52.49084854,13.38532066,,unknown
Hotel und Restaurant Alt-Karow,52.6093483,13.48165131,,unknown
Hotel und Restaurant Avus,52.50156021,13.27676964,,unknown
Hotel Vier Jahreszeiten Berlin City,52.49877167,13.42613125,,Luisenstadt
Hotel Villa Kastania,52.51023102,13.26810837,,unknown
Hotel Villa Konstanz,52.48936081,13.30790615,,unknown
Hotel Villa Toscana,52.43264008,13.31912994,,unknown
Hotel Vivaldi Berlin,52.50393677,13.32174587,,unknown
Hotel Von Korff,52.51015091,13.28013039,,unknown
Hotel Waldschanke,52.56877899,13.20930958,,unknown
Hotel Waltraud,52.55600357,13.20181274,,unknown
Hotel Wendland,52.50519943,13.60188007,,unknown
Hotel Wittelsbach am Kurfürstendamm,52.49520874,13.31000042,,unknown
Hotel Zarenhof Friedrichshain,52.51315689,13.4551897,,Samariterviertel
Hotel zum Ziehbrunnen,52.4952507,13.61116028,,unknown
hotelhellemitte im Atrium,52.53771973,13.60334015,,unknown
H'Otello K'80,52.5045929,13.32246304,,unknown
Hotel-Maison Am Adenauerplatz,52.49854279,13.3073473,,unknown
Hotel-Pension Adamshof,52.50191879,13.49110031,,Weitlingkiez
Hotel-Pension Agata,52.52967072,13.13519001,,unknown
Hotel-Pension am Lehniner Platz,52.49969101,13.30265999,,unknown
Hotel-Pension am Rudesheimer Platz,52.47270966,13.31488991,,unknown
Hotel-Pension am Schloss Bellevue,52.52296066,13.35641003,,unknown
Hotel-Pension Arche,52.50683212,13.30383301,,unknown
Hotel-Pension Aurora,52.47039795,13.33407784,,unknown
Hotel-Pension Charlottenburg,52.49956512,13.32318115,,unknown
Hotel-Pension Cityflair,52.51519012,13.45969677,,Samariterviertel
Hotel-Pension Classic,52.50238037,13.34281731,,unknown
Hotel-pension Dorma,52.47957993,13.34961033,,unknown
Hotel-Pension Enzian,52.44784927,13.30526924,,unknown
Hotel-Pension Grand,52.4662323,13.42969322,,unknown
Hotel-Pension Hensel,52.57205963,13.31371021,,unknown
Hotel-Pension Kallmeyer,52.53735733,13.18651676,,unknown
Hotel-Pension Maximum,52.50131989,13.4907999,,Weitlingkiez
Hotel-Pension Rheingold,52.49881744,13.31093025,,unknown
Hotel-Pension Savoy,52.5020752,13.32883835,,unknown
Hotel-Pension Trautenau,52.49161911,13.32736969,,unknown
Hotel-Pension Uhland am Kurfuerstendamm,52.49491882,13.32421494,,unknown
Hotel-Pension Victoria,52.50368881,13.48178482,,unknown
Hotel-Pension Waizenegger,52.50313568,13.31882763,,unknown
Hotel-Pension Zeljko,52.51235962,13.18297005,,unknown
Hotel-Restaurant Nest,52.43003082,13.47803974,,unknown
HSH Hotel Apartments Mitte,52.53097916,13.38400936,,unknown
HSH Hotel Apartments Wilmersdorf,52.49365997,13.33131027,,unknown
IBB Blue Hotel Berlin-Airport,52.44607162,13.51548004,,unknown
ibis Budget Berlin Ost,52.52629089,13.52999973,,Friedrichsfelde Ost
Ima Loft Apartment,52.50154114,13.4113102,,Luisenstadt
In Hotel Berlin,52.44524002,13.29345036,,unknown
Industriepalast,52.50392151,13.44758987,,unknown
Inn Sight - Potsdamer Platz,52.50616837,13.37642956,,unknown
Inn Zum Oberfeld,52.51570892,13.59344864,,unknown
Inn-Berlin,52.5596199,13.38656044,,Soldiner Kiez
Isas Aparthostel,52.46841431,13.38509083,,unknown
Itowe Gallery Hostel,52.51678085,13.46512032,,Samariterviertel
Ivbergs Hotel Messe Nord,52.50696182,13.29407978,,unknown
Jasper's Boutique Hotel,52.53654861,13.40073967,,unknown
Jetpak Alternative Hostel,52.49605179,13.44357777,,Luisenstadt
JETpak Hostel,52.46558762,13.27085972,,unknown
Josty Brauerei Appartments,52.53147125,13.3946104,,Spandauer Vorstadt
Jugendgaestehaus Hauptbahnhof,52.52717972,13.36229515,,unknown
Jugendgaestehaus Lichterfelde,52.4178009,13.31472015,,Giesensdorf
Jugendgaestehaus Nordufer,52.54143906,13.32826996,,unknown
Jugendherberge Berlin - Am Wannsee,52.43259048,13.18511963,,unknown
Jugendherberge Berlin Ostkreuz,52.50416565,13.4711113,,unknown
Jugendherberge Berlin-International,52.50511932,13.36274147,,Botschaftsviertel
Jugendherberge Ernst Reuter,52.60504913,13.29162979,,unknown
Jugendhotel berlincity,52.48828888,13.36205959,,Rote Insel
Jugendhotel Luftbrucke,52.48571014,13.36184978,,Rote Insel
Jugendscamp Fliesstal,52.59560013,13.29193974,,unknown
Julius' Guest House,52.48672104,13.3380003,,unknown
Juncker's Hotel Garni,52.51281738,13.45134354,,unknown
K&S Apartments,52.5173111,13.30023956,,unknown
K&S Apartments,52.55260849,13.43747997,,unknown
K&S Apartments L5,52.55261993,13.43746853,,unknown
K&S Apartments Weissensee L4,52.55260849,13.43747997,,unknown
K26 Apartments,52.49810028,13.29291821,,unknown
Kaiser Apartments Berlin Charlottenburg,52.50580978,13.30216026,,unknown
Kaiser Hotel,52.51088715,13.29313087,,unknown
KaiserHeim,52.50986862,13.28390026,,unknown
Kalixx Gmbh,52.52223969,13.37827015,,unknown
Kant,52.50637054,13.29959011,,unknown
Karl Marx Hostel,52.47444916,13.43994999,,Böhmisches Dorf
Keiz Pension,52.51390076,13.46763039,,Samariterviertel
KG Apartment Berlin,52.53107834,13.43080044,,Bötzowkiez
KG Apartments Savignyplatz,52.50764847,13.31921005,,unknown
Kiez Box,52.5136528,13.4549818,,Samariterviertel
Kima Hotel,52.50035477,13.31536102,,unknown
Kleiner Prinzenhof,52.44403076,13.38465977,,unknown
Klene Apartment,52.4990387,13.36888027,,unknown
Kolo 77,52.56689835,13.38385201,,unknown
Kongress Hotel Berlin-Rahnsdorf,52.44281006,13.68113041,,unknown
Kopenicker Hof,52.4592514,13.58532047,,Dammvorstadt
KPM Hotel & Residences,52.51570892,13.3322897,,unknown
Kudamm Luxury Apartments,52.50362015,13.34296989,,unknown
Kult Residenz,52.43405151,13.31334972,,unknown
Kurfur Terrace,52.49921036,13.36760044,,unknown
Kurfurstendamm Apartments,52.50733948,13.30622005,,unknown
Kushinda Elberfelderstr,52.52447128,13.33646011,,Westfälisches Viertel
Kushinda Loschmidtstrasse,52.51707077,13.31381035,,unknown
Kushinda Wielandstra e,52.49993896,13.31513023,,unknown
Kutscherhaus Casa Chabeli,52.43508911,13.32244968,,unknown
Kutscherstube,52.56399155,13.36548996,,unknown
L72 Appartement,52.5291214,13.40248013,,Scheunenviertel
Landgasthof Diedersdorf Hotel Berlin,52.54143906,13.14577007,,unknown
Landhaus im Grunen Pension,52.61183929,13.31789017,,unknown
Landhaus Perle,52.54288864,13.19789028,,unknown
Larissas Hotel,52.4987793,13.35070992,,unknown
Lavie Apartments,52.54016876,13.34739971,,Brüsseler Kiez
LebensQuelle Hotel,52.50792694,13.39932156,,Luisenstadt
Lekkerurlaub,52.49493408,13.41940308,,unknown
Leonardo Boutique Hotel Berlin City South,52.43738174,13.46308136,,unknown
Lette'm Sleep,52.54375458,13.41899586,,Helmholtzkiez
Lilienthalschlosschen,52.43569946,13.30091,,unknown
Limehome,52.54872131,13.41090965,,Gleimviertel
limehome Berlin Chausseestr.,52.53753281,13.37341404,,unknown
Limehome Berlin Müllerstraße,52.54281998,13.36610889,,Sprengelkiez
Limehome Berlin Malmöer Str,52.55104065,13.40359879,,Arnimkiez
Limehome Berlin Neue Strasse,52.46644974,13.38288021,,unknown
Linnen,52.54131317,13.40904236,,Gleimviertel
Linnen Studio Apartments,52.52473068,13.39904976,,Spandauer Vorstadt
Lion Apartments Friedrichshain,52.50846863,13.45526981,,unknown
Little Bogota Berlin,52.50049973,13.31694984,,unknown
LittleFriedrichRooms At Propellerwerk,52.50947189,13.45221043,,unknown
Living Hotel Berlin Mitte,52.51201248,13.40853786,,unknown
Living in the Box,52.51232147,13.41697979,,Luisenstadt
Locanda 12 Apostoli,52.46641159,13.25615978,,unknown
Lodge Berlin,52.51414108,13.45890999,,Samariterviertel
Lodge Berlin,52.50980759,13.45798111,,unknown
Lodge Friedrichshain,52.50790024,13.46726036,,unknown
Lodgecity - Private Rooms,52.51662064,13.29362011,,unknown
Lodgecity Prenzlauer Berg,52.53475952,13.45046997,,Blumenviertel
LOGINN Hotel Berlin Airport,52.39851761,13.54102898,,unknown
Luxoise,52.50854874,13.45960999,,unknown
Luxury Apartment In Marthashof,52.53848648,13.40561581,,unknown
LV Apartments am Lutzowplatz,52.50248337,13.35340977,,Botschaftsviertel
M M Central Apartments,52.53642654,13.39516068,,unknown
M&W Pension - Hostel,52.47528076,13.45353985,,Rixdorf
Müggelseepension,52.44588089,13.62578011,,unknown
Madison,52.51018143,13.37539959,,unknown
Main Station Hostel,52.53437042,13.34465027,,unknown
Marie City Apartments,52.5221405,13.38253975,,unknown
Maritim proArte Hotel Berlin,52.51831436,13.38761806,,unknown
Mark Apart Hotel Berlin,52.50025177,13.3231926,,unknown
Marlene-Zimmer,52.5008812,13.37648964,,unknown
Mauer Apartments,52.53522873,13.3976202,,unknown
Maybach Apartments,52.4953804,13.42154026,,Reuterkiez
Meine-FeWo-in-Berlin,52.4196701,13.39626026,,unknown
Meininger Hotel,52.48585892,13.34648037,,unknown
MEININGER Hotel Berlin East Side Gallery,52.50840378,13.435956,,unknown
MEININGER Hotel Berlin Mitte Humboldthaus,52.52495956,13.39225674,,Spandauer Vorstadt
MEININGER Hotel Berlin Tiergarten,52.52646637,13.34434795,,unknown
Mercure Hotel Berlin Mitte,52.5003624,13.37567997,,unknown
Merika Hotel,52.53718948,13.37421989,,unknown
Merry,52.41657257,13.37045097,,unknown
Metropol Hostel Berlin,52.49385071,13.38792992,,unknown
Metropolitan Hotel Berlin,52.49868393,13.33374596,,unknown
Michels Apart Hotel Berlin,52.50820923,13.24577999,,unknown
Midel Hostel,52.50222015,13.48701954,,Weitlingkiez
Midi Inn City West off Kurfürstendamm,52.50014877,13.31521988,,unknown
MIDI Inn Parkhotel Mitte,52.53308105,13.40162563,,unknown
Mikon Eastgate Hotel,52.52883148,13.37966347,,unknown
Miles Hotel Berlin,52.43095016,13.32874012,,unknown
Minihostel 12 Monkeys KuDamm,52.50249863,13.30593967,,unknown
Miniloft,52.52931213,13.37982464,,unknown
Miniloft Apartment Hotel Kreuzberg,52.50323868,13.3917799,,unknown
Minimal,52.49390411,13.42540359,,Reuterkiez
Minitel,52.47694016,13.42607975,,Schillerkiez
Mirbach Apartments & Hostel,52.55339813,13.4488802,,unknown
MirHostel,52.54512405,13.36206245,,Sprengelkiez
Mittendrin - Boutique Hotel Berlin,52.50246048,13.33833981,,unknown
mk hotel berlin,52.55583954,13.3801403,,unknown
MM Central Apartments Budget,52.55897903,13.38617039,,Soldiner Kiez
Monteurzimmer Berlin Pankow,52.56476974,13.47014046,,unknown
Mopsbox,52.54531097,13.4139204,,Helmholtzkiez
Motel Blue,52.49496078,13.3241396,,unknown
Motel Home,52.46382904,13.41769981,,unknown
Motel One Berlin Mitte,52.50424957,13.41122723,,Luisenstadt
Motel One Berlin-Bellevue,52.51990509,13.35600567,,unknown
Motel One Berlin-Hauptbahnhof,52.52556992,13.36595345,,unknown
Motel One Berlin-Ku'damm,52.50559616,13.32931137,,unknown
Motel One Berlin-Potsdamer Platz,52.51016235,13.38084126,,unknown
Motel One Berlin-Tiergarten,52.50231934,13.34788799,,unknown
Motel One Berlin-Upper West,52.50500488,13.33334637,,unknown
Moxy Berlin Humboldthain Park,52.5495224,13.38419533,,unknown
MS Berlin Apartments,52.54935074,13.36151981,,Leopoldkiez
My Gay Hostel,52.49901962,13.35284996,,unknown
my private berlin,52.53514099,13.43512726,,Grüne Stadt
MyCentralStay,52.50154114,13.4113102,,Luisenstadt
Naturfreundehaus Karl Renner,52.43904877,13.29901981,,unknown
Nena Apartments Bergmannkiez,52.48735046,13.38729954,,unknown
Nena Apartments Hermannplatz,52.48621368,13.42381954,,Flughafenkiez
Nena Apartments Kreuzberg 61,52.49554825,13.39621067,,unknown
Nena Apartments Metropolpark,52.51213455,13.4144659,,Luisenstadt
Nena Apartments Moritzplatz,52.50267792,13.41191673,,Luisenstadt
Nena Hostel Berlin Mitte,52.56158829,13.37725163,,unknown
Neo Hostel,52.43111038,13.57110023,,unknown
Nest Apartments,52.54072952,13.40594959,,Gleimviertel
New Green Apartments,52.51063919,13.40602016,,Luisenstadt
New Hostel Berlin Mitte,52.5612793,13.37700939,,unknown
NH Berlin City West,52.48873138,13.33051968,,unknown
Nice City Apartment,52.54919052,13.45855045,,Komponistenviertel
Nikol Apartments,52.49895859,13.33553982,,unknown
Nollendorf Apartments,52.49887085,13.3509903,,unknown
Nollendorfplatz City-Apartments,52.49885178,13.3536396,,unknown
Nora Hotel Berlin,52.51255035,13.45785999,,Samariterviertel
Novalis Hotel,52.52856827,13.38879013,,Spandauer Vorstadt
Novum Hotel Gates Berlin Charlottenburg,52.50965881,13.32258511,,unknown
Nu Wave Hotel Berlin,52.51203918,13.44859886,,unknown
numa | Nook Rooms & Apartments,52.52377701,13.3996706,,Spandauer Vorstadt
numa I Novela Rooms & Apartments,52.4988327,13.3120966,,unknown
numa l Kater Apartments,52.50370789,13.44728374,,unknown
Oberbaum Cityapartments,52.50368118,13.44725037,,unknown
Old Fashioned Architecture In Trendy District Prenzlauer Berg,52.53667831,13.41077995,,Kollwitzkiez
Old Town Apartments - Metzer Strasse,52.5316658,13.41538906,,Kollwitzkiez
Old Town Apartments Gartenstrasse,52.53205109,13.38910007,,Spandauer Vorstadt
Old Town Apartments Schoenhauser Allee,52.5309906,13.41875458,,Kollwitzkiez
Old Town Hostel,52.54421234,13.41583347,,Helmholtzkiez
ONE80 Hostels Berlin,52.52388382,13.41795063,,unknown
On-Hostel,52.56448364,13.37758446,,unknown
Ootel.com - Hotel Hostel,52.52510834,13.52987003,,Friedrichsfelde Ost
Orania.Berlin,52.50212479,13.41670036,,Luisenstadt
Orion Hotel,52.5022316,13.30360985,,unknown
Ostel - GDR The Hostel,52.51090622,13.43895054,,unknown
OTA Berlin,52.5442009,13.41604996,,Helmholtzkiez
Overnight,52.5526619,13.40886021,,Arnimkiez
OYO Hotel Matzbach,52.48920822,13.39330959,,unknown
Palacina Berlin,52.49583435,13.36030102,,unknown
Palais Winterfeldt,52.49652863,13.34822941,,unknown
Pangea People Hostel,52.52620697,13.4154129,,unknown
Panorama Am Adenauerplatz Hotel,52.5006218,13.30652523,,unknown
Park Hotel Berlin Neukolln,52.4581871,13.44785881,,unknown
Park Hotel Moabit,52.5254631,13.3418684,,unknown
Park Plaza Berlin Kudamm,52.50139618,13.33105946,,unknown
Park Plaza Wallstreet Berlin Mitte,52.51132584,13.40789318,,unknown
Parkapartments - Berlin,52.50614166,13.34745979,,Botschaftsviertel
Parkview Apartments,52.53284073,13.40217972,,unknown
Paula's Apartments Prenzlauer Berg,52.55260086,13.4063797,,Arnimkiez
Paula's Comfy Little Corner,52.52537155,13.33423042,,unknown
Paulsborn am Grunewaldsee,52.46655273,13.25623608,,unknown
Pegasus Hostel,52.5160141,13.44011688,,unknown
Pension & Cafe Adam,52.50067902,13.34965038,,unknown
Pension 11,52.46306992,13.51412964,,unknown
Pension 1a Apartment Berlin,52.54524231,13.41157246,,Gleimviertel
Pension Aaberna,52.53524399,13.34964466,,unknown
Pension Al Hamra,52.54177094,13.42096043,,Helmholtzkiez
Pension Alexis,52.50743103,13.32464981,,unknown
Pension Alte City,52.50143051,13.33298969,,unknown
Pension Alte Dorfaue,52.41239166,13.36598015,,unknown
Pension Am Anger,52.50600815,13.51801014,,Reihenhäuser Kalinka
Pension Am Checkpoint,52.50965118,13.39093971,,unknown
Pension am Fernsehturm,52.52738953,13.40394592,,Scheunenviertel
Pension Am Kutschi,52.56452179,13.32773972,,unknown
Pension Am Park,52.50981903,13.28909969,,unknown
Pension am Park,52.48537827,13.46479034,,unknown
Pension An Der Eiche,52.53717041,13.54858017,,unknown
Pension Ariane,52.50402832,13.31814003,,unknown
Pension at the Elsterbrücke,52.42882919,13.70444012,,unknown
Pension Bella,52.4978447,13.32495975,,unknown
Pension Berl Inn,52.60559845,13.31536961,,unknown
Pension Berlin Koepenick,52.45960999,13.588377,,Dammvorstadt
Pension Bigus,52.55430984,13.43290997,,unknown
Pension Bismarck,52.51081848,13.29891014,,unknown
Pension Bolle,52.46364975,13.37640953,,unknown
Pension Breitenfeldt Berlin,52.53036118,13.63576984,,Mahlsdorf Nord
Pension Brinn,52.51111984,13.31884956,,unknown
Pension Chic & Cheap,52.5221405,13.32493973,,unknown
Pension Dalg,52.43259811,13.32141018,,unknown
Pension Der Kretaner,52.45011902,13.25506973,,unknown
Pension Draheim,52.50907898,13.61511993,,unknown
Pension Edison 13,52.46334839,13.51406956,,unknown
Pension Flora,52.51541138,13.61740017,,unknown
Pension Friedrich Wilhelm,52.45864868,13.37769032,,unknown
Pension Funk,52.50112152,13.32742023,,unknown
Pension Galerie,52.5032196,13.38838005,,unknown
Pension Gasthaus Schlafgut,52.50782013,13.45685959,,unknown
Pension Guentzel,52.49053955,13.33351994,,unknown
Pension Haus Bielke,52.56172943,13.44925022,,unknown
Pension Haus Simone,52.43190002,13.26990032,,unknown
Pension Haus Werth,52.4093895,13.39251041,,unknown
Pension Hostel Staycomfort Am Kurfurstendamm,52.50017166,13.34948635,,unknown
Pension Hubertus,52.6063385,13.31601048,,unknown
Pension I,52.4927597,13.38943577,,unknown
Pension Kaffeefreunde,52.51779175,13.46860027,,Samariterviertel
Pension Knesebeck,52.50749969,13.32299042,,unknown
Pension Leo,52.4300766,13.47668171,,unknown
Pension Lette Eck,52.56340027,13.37728977,,unknown
Pension Levi,52.49951172,13.36544037,,unknown
Pension Lotti,52.51197433,13.44971085,,unknown
Pension Maas,52.61608124,13.46611023,,unknown
Pension Madchenkammer,52.53054047,13.40742016,,unknown
Pension Majesty Berlin Hotel,52.50320053,13.31210995,,unknown
Pension Marie,52.55065155,13.41129971,,Arnimkiez
Pension Marienburg,52.50696564,13.50277901,,Weitlingkiez
Pension Messe,52.50690079,13.29231834,,unknown
Pension Michael,52.54014969,13.40606976,,Kollwitzkiez
Pension mit Hafenblick,52.53915024,13.37265968,,unknown
Pension Mitte,52.53765106,13.39616013,,unknown
Pension Nomaden,52.60548019,13.31523037,,unknown
Pension Nuernberger Eck,52.50113678,13.33709621,,unknown
Pension Oase,52.45888138,13.38467979,,unknown
Pension Pamina,52.41547012,13.31908989,,Giesensdorf
Pension Parlamento,52.55022049,13.41736031,,Gleimviertel
Pension Piccolo,52.444561,13.37823009,,unknown
Pension Purwins,52.48308945,13.58880043,,unknown
Pension Puschkin Berlin,52.49900055,13.35762978,,unknown
Pension Rahnsdorf Muggelsee,52.43870926,13.69447994,,unknown
Pension Regenbogen,52.51816177,13.46508026,,Samariterviertel
Pension Regine Braun,52.54114914,13.35793018,,Sprengelkiez
Pension Schenk,52.58551025,13.41265011,,unknown
Pension Schubart,52.50782013,13.45685959,,unknown
Pension Schultze,52.42874146,13.36888981,,unknown
Pension Sena,52.50926971,13.18105984,,unknown
Pension Siedlereck,52.52685165,13.1800499,,unknown
Pension Spree Wedding,52.54180527,13.35063076,,Brüsseler Kiez
Pension Steinert,52.42987823,13.25739002,,unknown
Pension Stephan,52.49069977,13.32977009,,unknown
Pension Stuttgarter Eck,52.50544739,13.30211258,,unknown
Pension Thomas,52.48548889,13.35770035,,Rote Insel
Pension Ungelt,52.44467163,13.57511997,,unknown
Pension Varna,52.51033401,13.38477802,,unknown
Pension Wedding,52.55111313,13.36707306,,Leopoldkiez
Pension Zimmer des Westens,52.50268173,13.34329033,,unknown
Pension Zum Lichtenberger,52.50209808,13.4911499,,Weitlingkiez
Pension Zur Post,52.42076874,13.49075985,,unknown
Peter's Service,52.53813171,13.41862965,,Kollwitzkiez
Pfefferbett Apartments,52.53162384,13.41071892,,Kollwitzkiez
Pfefferbett Hostel,52.53475952,13.4111681,,Kollwitzkiez
Planet Berlin City Apartments,52.49533844,13.33388042,,unknown
Potsdamer Inn,52.49631119,13.3617382,,unknown
Premier Inn Berlin Airport Hotel,52.39630127,13.53962994,,unknown
Premier Inn Berlin Alexanderplatz hotel,52.52377319,13.41751289,,unknown
Premier Inn Berlin City Centre hotel,52.50397873,13.34700584,,Botschaftsviertel
Premier Inn Berlin City Wilmersdorf Hotel,52.4956665,13.33006001,,unknown
PREMIUM Hostel,52.5639267,13.32286453,,unknown
Prima Klima,52.5451889,13.4152298,,Helmholtzkiez
Prime Flats - Apartments am Schillerpark,52.55469894,13.34910011,,Englisches Viertel
Prime Flats - Apartments Nahe Prenzlauer Berg 23,52.5608902,13.38107014,,Soldiner Kiez
Primeflats  - Apartments im Friedrichshain,52.51397705,13.45914364,,Samariterviertel
Primeflats - Apartments Am Arnimplatz,52.55207062,13.41287994,,Arnimkiez
primeflats - Apartments Aroser Allee,52.56470871,13.35219002,,unknown
Primeflats - Apartments Halensee,52.49621964,13.28524017,,unknown
Primeflats - Apartments in Schoeneberg,52.48173141,13.36126041,,Rote Insel
Primeflats - Apartments in Wedding,52.54867935,13.35210037,,Brüsseler Kiez
Primeflats - Apartments Island Mauerpark,52.55186844,13.40091991,,Arnimkiez
Primeflats - Apartments Rostocker Huttenkiez,52.52944946,13.32688999,,unknown
Primeflats - Lofts am Flugfeld Tempelhof,52.46651459,13.38312054,,unknown
Private Rooms in Prenzlauerberg,52.52833939,13.42518044,,Winsviertel
Privates Loft Charlottenburg,52.51823044,13.28087044,,unknown
Profit Hotel,52.50830841,13.37712002,,unknown
Propeller Island City Lodge,52.49678421,13.3034296,,unknown
Q Damm Apartments,52.50003052,13.33152008,,unknown
Q! Apartments Berlin Alex,52.54125977,13.41456032,,Helmholtzkiez
Qbe Hotel Heizhaus Berlin,52.51466751,13.5262804,,Friedrichsfelde Ost
QuartierMommsen6 QM6,52.44239044,13.30049992,,unknown
Queen's Park & Queen's Garden Hotels,52.51470566,13.27995682,,unknown
Quentin Berlin Hotel,52.49899292,13.30882454,,unknown
Quentin Boutique Hotel,52.50687408,13.29461861,,unknown
Quentin Design hotel,52.49833679,13.34828186,,unknown
Quiet Apartments in Tempelhof,52.47266006,13.38397026,,Gartenstadt Neu-Tempelhof
Rübezahl Am Müggelsee,52.4263916,13.62915993,,unknown
"Radisson Collection Hotel, Berlin",52.51958084,13.4027586,,Spandauer Vorstadt
Raja Jooseppi Resort,52.53691864,13.39606667,,unknown
Real Appartements,52.53128052,13.40380955,,Spandauer Vorstadt
Regenbogen Hostel,52.49570084,13.42696953,,Luisenstadt
Rewari Hotel Berlin,52.50096512,13.387146,,unknown
Rheinsberg am SeeHotel,52.60248566,13.34852314,,unknown
Ringhotel Seehof Berlin,52.5069809,13.28885078,,unknown
RiSo Apartment 2,52.54735184,13.34712029,,Brüsseler Kiez
Riverside Am Tegel See,52.57442093,13.22484207,,Tegelort
Riverside Lodge Berlin,52.49417114,13.42506027,,Reuterkiez
RixHouse,52.47872162,13.43805981,,Donaukiez
Rixpack Hostel,52.48205948,13.4339304,,Donaukiez
Rockchair Apartments Charlottenburg,52.5109787,13.28872013,,unknown
Rock'n'Roll Herberge,52.50165558,13.43131161,,Luisenstadt
Room Berlin central,52.536129,13.43276405,,Winsviertel
RS Apartments,52.49884033,13.29944992,,unknown
Ruhepool Berlin,52.53181076,13.42319965,,Winsviertel
Ruhige Monteurzimmer In Berlin,52.47410965,13.56404018,,unknown
Ruhige Zimmer Im Grunen,52.42966843,13.48633957,,unknown
Ruhiges Zimmer am Waldrand,52.56312943,13.18148994,,unknown
Safestay Berlin Hotel,52.50033569,13.34298515,,unknown
Sana Berlin Residence,52.4989357,13.33407116,,unknown
SANA Berlin Residence,52.49901581,13.33467579,,unknown
Sandino Hostel,52.5378685,13.48253155,,unknown
Santa Dolores,52.55430984,13.43290997,,unknown
Savoy Hotel Berlin,52.50593185,13.32762909,,unknown
Schönstatt-Zentrum,52.64213943,13.28763008,,unknown
Schall und Rauch Stadthotel,52.54706955,13.41119671,,Gleimviertel
Schaper Apartment Berlin,52.51160812,13.39404011,,unknown
Schlafmeile Hostel,52.51083755,13.46873665,,Samariterviertel
Schoenhouse Berlin,52.52964401,13.40956116,,unknown
Schonhausser Pension,52.55215073,13.41193962,,Arnimkiez
Schulz Apartments,52.5467186,13.4098196,,Gleimviertel
Scube Park Columbia Berlin,52.47985458,13.41744614,,Schillerkiez
Seehotel Grunewald,52.49348831,13.19733143,,unknown
Select Hotel Style Berlin,52.52100754,13.32721043,,unknown
